"AircraftDescription","Description","Designator","EngineCount","EngineType","ManufacturerCode","ModelFullName","WTC"
"Helicopter","H2T","AS32","2","Turboprop/Turboshaft","AEROSPATIALE","AS-332B Super Puma","M"
"Helicopter","H2T","AS32","2","Turboprop/Turboshaft","AEROSPATIALE","AS-332C Super Puma","M"
"Helicopter","H2T","AS32","2","Turboprop/Turboshaft","AEROSPATIALE","AS-332F1 Super Puma","M"
"Helicopter","H2T","AS32","2","Turboprop/Turboshaft","AEROSPATIALE","AS-332L1 Super Puma","M"
"Helicopter","H2T","AS3B","2","Turboprop/Turboshaft","AEROSPATIALE","AS-332L2 Super Puma Mk2","M"
"Helicopter","H2T","AS32","2","Turboprop/Turboshaft","AEROSPATIALE","AS-332L Super Puma","M"
"Helicopter","H2T","AS32","2","Turboprop/Turboshaft","AEROSPATIALE","AS-332L Tiger","M"
"Helicopter","H2T","AS32","2","Turboprop/Turboshaft","AEROSPATIALE","AS-332M1 Super Puma","M"
"Helicopter","H2T","AS32","2","Turboprop/Turboshaft","AEROSPATIALE","AS-332M Super Puma","M"
"Helicopter","H1T","AS50","1","Turboprop/Turboshaft","AEROSPATIALE","AS-350 AStar","L"
"Helicopter","H1T","AS50","1","Turboprop/Turboshaft","AEROSPATIALE","AS-350 Ecureuil","L"
"Helicopter","H1T","AS50","1","Turboprop/Turboshaft","AEROSPATIALE","AS-350 SuperStar","L"
"Helicopter","H2T","AS55","2","Turboprop/Turboshaft","AEROSPATIALE","AS-355 Ecureuil 2","L"
"Helicopter","H2T","AS55","2","Turboprop/Turboshaft","AEROSPATIALE","AS-355 TwinStar","L"
"Helicopter","H2T","AS65","2","Turboprop/Turboshaft","AEROSPATIALE","AS-365 Dauphin 2","L"
"Helicopter","H2T","AS65","2","Turboprop/Turboshaft","AEROSPATIALE","AS-366 Dolphin","L"
"Helicopter","H2T","AS3B","2","Turboprop/Turboshaft","AEROSPATIALE","AS-532A2 Cougar Mk2","M"
"Helicopter","H2T","AS32","2","Turboprop/Turboshaft","AEROSPATIALE","AS-532SC Cougar","M"
"Helicopter","H2T","AS3B","2","Turboprop/Turboshaft","AEROSPATIALE","AS-532U2 Cougar Mk2","M"
"Helicopter","H2T","AS32","2","Turboprop/Turboshaft","AEROSPATIALE","AS-532UC Cougar","M"
"Helicopter","H2T","AS32","2","Turboprop/Turboshaft","AEROSPATIALE","AS-532UL Cougar","M"
"Helicopter","H1T","AS50","1","Turboprop/Turboshaft","AEROSPATIALE","AS-550 Fennec","L"
"Helicopter","H2T","AS55","2","Turboprop/Turboshaft","AEROSPATIALE","AS-555 Fennec","L"
"Helicopter","H2T","AS65","2","Turboprop/Turboshaft","AEROSPATIALE","AS-565 Panther","L"
"Helicopter","H1T","AS50","1","Turboprop/Turboshaft","AEROSPATIALE","AStar","L"
"LandPlane","L2J","S210","2","Jet","AEROSPATIALE","Caravelle","M"
"Helicopter","H2T","PUMA","2","Turboprop/Turboshaft","AEROSPATIALE","CH-33 Puma","L"
"LandPlane","L2J","FOUG","2","Jet","AEROSPATIALE","CM-170R Magister","L"
"LandPlane","L2J","S601","2","Jet","AEROSPATIALE","Corvette","L"
"Helicopter","H2T","AS32","2","Turboprop/Turboshaft","AEROSPATIALE","Cougar","M"
"Helicopter","H2T","AS3B","2","Turboprop/Turboshaft","AEROSPATIALE","Cougar Mk2","M"
"Helicopter","H1T","S360","1","Turboprop/Turboshaft","AEROSPATIALE","Dauphin","L"
"Helicopter","H2T","AS65","2","Turboprop/Turboshaft","AEROSPATIALE","Dauphin 2 (AS-365, SA-365F/N)","L"
"Helicopter","H2T","S65C","2","Turboprop/Turboshaft","AEROSPATIALE","Dauphin 2 (SA-365C)","L"
"Helicopter","H2T","AS65","2","Turboprop/Turboshaft","AEROSPATIALE","Dolphin","L"
"Helicopter","H1T","AS50","1","Turboprop/Turboshaft","AEROSPATIALE","Ecureuil","L"
"Helicopter","H2T","AS55","2","Turboprop/Turboshaft","AEROSPATIALE","Ecureuil 2","L"
"LandPlane","L1P","TB30","1","Piston","AEROSPATIALE","Epsilon","L"
"Helicopter","H1T","AS50","1","Turboprop/Turboshaft","AEROSPATIALE","Fennec (AS-550)","L"
"Helicopter","H2T","AS55","2","Turboprop/Turboshaft","AEROSPATIALE","Fennec (AS-555)","L"
"LandPlane","L2T","N262","2","Turboprop/Turboshaft","AEROSPATIALE","Frégate","M"
"Helicopter","H1T","GAZL","1","Turboprop/Turboshaft","AEROSPATIALE","Gazelle","L"
"Helicopter","H2T","AS65","2","Turboprop/Turboshaft","AEROSPATIALE","HH-65 Dolphin","L"
"Helicopter","H2T","AS32","2","Turboprop/Turboshaft","AEROSPATIALE","Hkp10 Super Puma","M"
"Helicopter","H1T","LAMA","1","Turboprop/Turboshaft","AEROSPATIALE","Lama","L"
"LandPlane","L2J","FOUG","2","Jet","AEROSPATIALE","Magister","L"
"LandPlane","L2T","N262","2","Turboprop/Turboshaft","AEROSPATIALE","Mohawk 298","M"
"LandPlane","L2T","N262","2","Turboprop/Turboshaft","AEROSPATIALE","N-262","M"
"LandPlane","L2T","N262","2","Turboprop/Turboshaft","AEROSPATIALE","N-262 Frégate","M"
"Helicopter","H2T","AS65","2","Turboprop/Turboshaft","AEROSPATIALE","Panther","L"
"Helicopter","H2T","PUMA","2","Turboprop/Turboshaft","AEROSPATIALE","Puma","L"
"Helicopter","H1T","LAMA","1","Turboprop/Turboshaft","AEROSPATIALE","SA-315 Lama","L"
"Helicopter","H1T","ALO3","1","Turboprop/Turboshaft","AEROSPATIALE","SA-316 Alouette 3","L"
"Helicopter","H1T","ALO2","1","Turboprop/Turboshaft","AEROSPATIALE","SA-318 Alouette 2","L"
"Helicopter","H1T","ALO3","1","Turboprop/Turboshaft","AEROSPATIALE","SA-319 Alouette 3","L"
"Helicopter","H3T","FREL","3","Turboprop/Turboshaft","AEROSPATIALE","SA-321 Super Frelon","M"
"Helicopter","H2T","PUMA","2","Turboprop/Turboshaft","AEROSPATIALE","SA-330 Puma","L"
"Helicopter","H1T","GAZL","1","Turboprop/Turboshaft","AEROSPATIALE","SA-341 Gazelle","L"
"Helicopter","H1T","GAZL","1","Turboprop/Turboshaft","AEROSPATIALE","SA-342 Gazelle","L"
"Helicopter","H1T","S360","1","Turboprop/Turboshaft","AEROSPATIALE","SA-360 Dauphin","L"
"Helicopter","H1T","S360","1","Turboprop/Turboshaft","AEROSPATIALE","SA-361 Dauphin","L"
"Helicopter","H2T","S65C","2","Turboprop/Turboshaft","AEROSPATIALE","SA-365C Dauphin 2","L"
"Helicopter","H2T","AS65","2","Turboprop/Turboshaft","AEROSPATIALE","SA-365F Dauphin 2","L"
"Helicopter","H2T","AS65","2","Turboprop/Turboshaft","AEROSPATIALE","SA-365K Panther","L"
"Helicopter","H2T","AS65","2","Turboprop/Turboshaft","AEROSPATIALE","SA-365M Panther","L"
"Helicopter","H2T","AS65","2","Turboprop/Turboshaft","AEROSPATIALE","SA-365N Dauphin 2","L"
"Helicopter","H2T","AS65","2","Turboprop/Turboshaft","AEROSPATIALE","SA-366 Dolphin","L"
"LandPlane","L2J","S210","2","Jet","AEROSPATIALE","SE-210 Caravelle","M"
"LandPlane","L2J","S601","2","Jet","AEROSPATIALE","SN-601 Corvette","L"
"Helicopter","H3T","FREL","3","Turboprop/Turboshaft","AEROSPATIALE","Super Frelon","M"
"Helicopter","H2T","AS32","2","Turboprop/Turboshaft","AEROSPATIALE","Super Puma","M"
"Helicopter","H2T","AS3B","2","Turboprop/Turboshaft","AEROSPATIALE","Super Puma Mk2","M"
"Helicopter","H1T","AS50","1","Turboprop/Turboshaft","AEROSPATIALE","SuperStar","L"
"LandPlane","L1P","TB30","1","Piston","AEROSPATIALE","TB-30 Epsilon","L"
"Helicopter","H2T","AS32","2","Turboprop/Turboshaft","AEROSPATIALE","Tiger","M"
"Helicopter","H2T","AS55","2","Turboprop/Turboshaft","AEROSPATIALE","TwinStar","L"
"LandPlane","L1P","WT9","1","Piston","AEROSPOOL","Dynamic","L"
"LandPlane","L1P","WT9","1","Piston","AEROSPOOL","WT-9 Dynamic","L"
"LandPlane","L1P","QAIL","1","Piston","AEROSPORT","Quail","L"
"LandPlane","L1P","RAIL","1","Piston","AEROSPORT","Rail","L"
"LandPlane","L1P","SCAM","1","Piston","AEROSPORT","Scamp","L"
"LandPlane","L1P","WOPU","1","Piston","AEROSPORT","Woody Pusher","L"
"LandPlane","L1P","M10","1","Piston","AEROSTAR (1)","90","L"
"LandPlane","L1P","M20P","1","Piston","AEROSTAR (1)","200","L"
"LandPlane","L1P","M20P","1","Piston","AEROSTAR (1)","201","L"
"LandPlane","L1P","M20P","1","Piston","AEROSTAR (1)","202","L"
"LandPlane","L1P","M20P","1","Piston","AEROSTAR (1)","220","L"
"LandPlane","L2P","AEST","2","Piston","AEROSTAR (1)","600","L"
"LandPlane","L2P","AEST","2","Piston","AEROSTAR (1)","601","L"
"LandPlane","L2J","FJ10","2","Jet","AEROSTAR (1)","FJ-100","L"
"LandPlane","L1P","FEST","1","Piston","AEROSTAR (2)","01 Festival","L"
"LandPlane","L1P","FEST","1","Piston","AEROSTAR (2)","Festival","L"
"LandPlane","L1P","YK52","1","Piston","AEROSTAR (2)","Iak-52","L"
"LandPlane","L1J","MG21","1","Jet","AEROSTAR (2)","Lancer","M"
"LandPlane","L1J","MG21","1","Jet","AEROSTAR (2)","MiG-21 Lancer","M"
"LandPlane","L1P","WILT","1","Piston","AEROSTAR (2)","Wild Thing","L"
"LandPlane","L1P","WILT","1","Piston","AEROSTAR (2)","WT-01 Wild Thing","L"
"LandPlane","L1P","WILT","1","Piston","AEROSTAR (2)","WT-02 Wild Thing","L"
"LandPlane","L1P","YK52","1","Piston","AEROSTAR (2)","Yak-52","L"
"LandPlane","L1P","YK52","1","Piston","AEROSTAR (2)","Yak-54","L"
"LandPlane","L1P","FEST","1","Piston","AEROSTAR (2)","R40S Festival","L"
"LandPlane","L1P","RF10","1","Piston","AEROSTRUCTURE","RF-10","L"
"LandPlane","L1P","BREZ","1","Piston","AEROSTYLE","Breezer","L"
"LandPlane","L1P","A122","1","Piston","AEROTEC (1)","A-122 Uirapuru","L"
"LandPlane","L1P","A122","1","Piston","AEROTEC (1)","T-23 Uirapuru","L"
"LandPlane","L1P","A122","1","Piston","AEROTEC (1)","Uirapuru","L"
"LandPlane","L1P","MX65","1","Piston","AEROTEC (2)","Amigo","L"
"LandPlane","L1P","MX10","1","Piston","AEROTEC (2)","Aventura","L"
"LandPlane","L1P","MX80","1","Piston","AEROTEC (2)","Fantasy","L"
"LandPlane","L1P","MX10","1","Piston","AEROTEC (2)","MXP-100 Aventura","L"
"LandPlane","L1P","MX65","1","Piston","AEROTEC (2)","MXP-650 Amigo","L"
"LandPlane","L1P","SVNH","1","Piston","AEROTEC (2)","MXP-740 Savannah","L"
"LandPlane","L1P","MX80","1","Piston","AEROTEC (2)","MXP-800 Fantasy","L"
"LandPlane","L1P","SVNH","1","Piston","AEROTEC (2)","Savannah","L"
"LandPlane","L1P","F260","1","Piston","AEROTECH","SF-260F","L"
"LandPlane","L1P","F260","1","Piston","AEROTECH","F-260F","L"
"LandPlane","L1P","P220","1","Piston","AEROTECHNIK","Koala","L"
"LandPlane","L1P","L13S","1","Piston","AEROTECHNIK","L-13S Super Vivat","L"
"LandPlane","L1P","L13S","1","Piston","AEROTECHNIK","L-13S Vivat","L"
"LandPlane","L1P","P220","1","Piston","AEROTECHNIK","P-220 Koala","L"
"LandPlane","L1P","L13S","1","Piston","AEROTECHNIK","Super Vivat","L"
"LandPlane","L1P","L13S","1","Piston","AEROTECHNIK","Vivat","L"
"LandPlane","L1P","PTS1","1","Piston","AEROTEK (1)","Pitts S-1 Special","L"
"LandPlane","L1P","PTS2","1","Piston","AEROTEK (1)","Pitts S-2 Special","L"
"LandPlane","L1P","HUMM","1","Piston","AEROTEK (2)","Hummingbird","L"
"LandPlane","L1T","GRIZ","1","Turboprop/Turboshaft","AEROTEK (3)","Turbo Grizzly","L"
"LandPlane","L1P","EFOX","1","Piston","AEROTREK","A-220","L"
"LandPlane","L1P","EFOX","1","Piston","AEROTREK","A-240","L"
"Amphibian","A2P","L6","2","Piston","AEROVOLGA","L-6","L"
"Amphibian","A2P","LA8","2","Piston","AEROVOLGA","LA-8 Flagman","L"
"Amphibian","A2P","LA8","2","Piston","AEROVOLGA","Flagman","L"
"LandPlane","L1P","TOUR","1","Piston","AESL","Airtourer","L"
"LandPlane","L1P","CT4","1","Piston","AESL","Airtrainer","L"
"LandPlane","L1P","CT4","1","Piston","AESL","CT-4 Airtrainer","L"
"LandPlane","L1P","OSCR","1","Piston","AFIC","Falcon","L"
"LandPlane","L1P","OSCR","1","Piston","AFIC","RSA-200 Falcon","L"
"LandPlane","L1T","G64T","1","Turboprop/Turboshaft","AG-CAT","G-164 Super Turbine","L"
"LandPlane","L1T","G64T","1","Turboprop/Turboshaft","AG-CAT","Super Turbine","L"
"LandPlane","L1P","MX65","1","Piston","AGRO-COPTEROS","Amigo","L"
"LandPlane","L1P","MX10","1","Piston","AGRO-COPTEROS","Aventura","L"
"LandPlane","L1P","MX10","1","Piston","AGRO-COPTEROS","MXP-100 Aventura","L"
"LandPlane","L1P","MX65","1","Piston","AGRO-COPTEROS","MXP-650 Amigo","L"
"LandPlane","L1P","SVNH","1","Piston","AGRO-COPTEROS","MXP-740 Savannah","L"
"LandPlane","L1P","SVNH","1","Piston","AGRO-COPTEROS","Savannah","L"
"LandPlane","L1P","SCAM","1","Piston","AGRO-COPTEROS","Scamp","L"
"LandPlane","L1P","PZ26","1","Piston","AGROLOT","Mrówka","L"
"LandPlane","L1P","PZ26","1","Piston","AGROLOT","PZL-126 Mrówka","L"
"Helicopter","H2T","A109","2","Turboprop/Turboshaft","AGUSTA","A-109","L"
"Helicopter","H2T","A109","2","Turboprop/Turboshaft","AGUSTA","A-109 Grand","L"
"Helicopter","H2T","A109","2","Turboprop/Turboshaft","AGUSTA","A-109 Power","L"
"Helicopter","H1T","A119","1","Turboprop/Turboshaft","AGUSTA","A-119 Koala","L"
"Helicopter","H2T","A129","2","Turboprop/Turboshaft","AGUSTA","A-129 Mangusta","L"
"Helicopter","H1P","B47G","1","Piston","AGUSTA","AB-47G","L"
"Helicopter","H1P","B47J","1","Piston","AGUSTA","AB-47J","L"
"Helicopter","H1T","UH1","1","Turboprop/Turboshaft","AGUSTA","AB-204","L"
"Helicopter","H1T","UH1","1","Turboprop/Turboshaft","AGUSTA","AB-205","L"
"Helicopter","H1T","B06","1","Turboprop/Turboshaft","AGUSTA","AB-206 JetRanger","L"
"Helicopter","H1T","B06","1","Turboprop/Turboshaft","AGUSTA","AB-206 LongRanger","L"
"Helicopter","H2T","B212","2","Turboprop/Turboshaft","AGUSTA","AB-212","L"
"Helicopter","H2T","B412","2","Turboprop/Turboshaft","AGUSTA","AB-412","L"
"Helicopter","H2T","B412","2","Turboprop/Turboshaft","AGUSTA","AB-412 Griffon","L"
"Helicopter","H2T","S61","2","Turboprop/Turboshaft","AGUSTA","AS-61A","M"
"Helicopter","H2T","S61","2","Turboprop/Turboshaft","AGUSTA","AS-61N","M"
"Helicopter","H2T","S61R","2","Turboprop/Turboshaft","AGUSTA","AS-61R","M"
"Helicopter","H2T","S61","2","Turboprop/Turboshaft","AGUSTA","ASH-61","M"
"Helicopter","H1T","A119","1","Turboprop/Turboshaft","AGUSTA","AW-119 Koala","L"
"Helicopter","H2T","A139","2","Turboprop/Turboshaft","AGUSTA","AW-139","L"
"Helicopter","H2T","A109","2","Turboprop/Turboshaft","AGUSTA","Grand","L"
"Helicopter","H2T","B412","2","Turboprop/Turboshaft","AGUSTA","Griffon","L"
"Helicopter","H2T","S61R","2","Turboprop/Turboshaft","AGUSTA","HH-3","M"
"Helicopter","H1T","UH1","1","Turboprop/Turboshaft","AGUSTA","Hkp3","L"
"Helicopter","H1T","B06","1","Turboprop/Turboshaft","AGUSTA","Hkp6 JetRanger","L"
"Helicopter","H2T","B412","2","Turboprop/Turboshaft","AGUSTA","Hkp11","L"
"Helicopter","H2T","A109","2","Turboprop/Turboshaft","AGUSTA","Hkp15","L"
"Helicopter","H1T","B06","1","Turboprop/Turboshaft","AGUSTA","JetRanger","L"
"Helicopter","H1T","A119","1","Turboprop/Turboshaft","AGUSTA","Koala","L"
"Helicopter","H1T","B06","1","Turboprop/Turboshaft","AGUSTA","LongRanger","L"
"Helicopter","H2T","A129","2","Turboprop/Turboshaft","AGUSTA","Mangusta","L"
"Helicopter","H2T","A109","2","Turboprop/Turboshaft","AGUSTA","MH-68 Stingray","L"
"Helicopter","H1T","H500","1","Turboprop/Turboshaft","AGUSTA","NH-500","L"
"Helicopter","H2T","A109","2","Turboprop/Turboshaft","AGUSTA","Power","L"
"Helicopter","H2T","S61","2","Turboprop/Turboshaft","AGUSTA","SH-3","M"
"Helicopter","H2T","A109","2","Turboprop/Turboshaft","AGUSTA","Stingray","L"
"Helicopter","H2T","A109","2","Turboprop/Turboshaft","AGUSTA","GrandNew","L"
"Helicopter","H2T","A109","2","Turboprop/Turboshaft","AGUSTA","AW-109 Da Vinci","L"
"Helicopter","H2T","A109","2","Turboprop/Turboshaft","AGUSTA","Da Vinci","L"
"Helicopter","H2T","A109","2","Turboprop/Turboshaft","AGUSTA","AW-109","L"
"Helicopter","H2T","A109","2","Turboprop/Turboshaft","AGUSTA","AW-109 GrandNew","L"
"Helicopter","H2T","A109","2","Turboprop/Turboshaft","AGUSTA","A-109 Nexus","L"
"Helicopter","H2T","A109","2","Turboprop/Turboshaft","AGUSTA","AW-109 Nexus","L"
"Helicopter","H2T","A149","2","Turboprop/Turboshaft","AGUSTA","AW-149","M"
"Helicopter","H2T","A109","2","Turboprop/Turboshaft","AGUSTA","AW-109 Power","L"
"Helicopter","H2T","A109","2","Turboprop/Turboshaft","AGUSTA","AW-109 Grand","L"
"Helicopter","H2T","A109","2","Turboprop/Turboshaft","AGUSTA","Nexus","L"
"Helicopter","H2T","A129","2","Turboprop/Turboshaft","AGUSTA","AW-129","L"
"Helicopter","H2T","A129","2","Turboprop/Turboshaft","AGUSTA","T-129","L"
"Helicopter","H2T","A109","2","Turboprop/Turboshaft","AGUSTA","AW-109 Trekker","L"
"Helicopter","H2T","A109","2","Turboprop/Turboshaft","AGUSTA","Trekker","L"
"Helicopter","H2T","A109","2","Turboprop/Turboshaft","AGUSTA","ESC-2","L"
"Helicopter","H2T","A139","2","Turboprop/Turboshaft","AGUSTA","UH-139","L"
"Helicopter","H2T","A139","2","Turboprop/Turboshaft","AGUSTAWESTLAND","HH-139","L"
"Helicopter","H2T","A139","2","Turboprop/Turboshaft","AGUSTAWESTLAND","VH-139","L"
"Helicopter","H2T","A139","2","Turboprop/Turboshaft","AGUSTAWESTLAND","UH-139","L"
"Helicopter","H2T","A109","2","Turboprop/Turboshaft","AGUSTAWESTLAND","AW-109","L"
"Helicopter","H2T","A109","2","Turboprop/Turboshaft","AGUSTAWESTLAND","AW-109 Grand","L"
"Helicopter","H2T","A109","2","Turboprop/Turboshaft","AGUSTAWESTLAND","Grand","L"
"Helicopter","H3T","EH10","3","Turboprop/Turboshaft","AGUSTAWESTLAND","EH-101 Merlin","M"
"Helicopter","H3T","EH10","3","Turboprop/Turboshaft","AGUSTAWESTLAND","SH-101","M"
"Helicopter","H3T","EH10","3","Turboprop/Turboshaft","AGUSTAWESTLAND","UH-101","M"
"Helicopter","H3T","EH10","3","Turboprop/Turboshaft","AGUSTAWESTLAND","HH-101 Caesar","M"
"Helicopter","H3T","EH10","3","Turboprop/Turboshaft","AGUSTAWESTLAND","Caesar","M"
"Helicopter","H2T","LYNX","2","Turboprop/Turboshaft","AGUSTAWESTLAND","WG-13 Super Lynx","L"
"Helicopter","H2T","LYNX","2","Turboprop/Turboshaft","AGUSTAWESTLAND","Super Lynx","L"
"Helicopter","H2T","LYNX","2","Turboprop/Turboshaft","AGUSTAWESTLAND","AW-159 Wildcat","L"
"Helicopter","H2T","LYNX","2","Turboprop/Turboshaft","AGUSTAWESTLAND","Wildcat","L"
"Helicopter","H3T","EH10","3","Turboprop/Turboshaft","AGUSTAWESTLAND","MCH-101","M"
"Helicopter","H3T","EH10","3","Turboprop/Turboshaft","AGUSTAWESTLAND","AW-101  Merlin Joint Supporter","M"
"Helicopter","H3T","EH10","3","Turboprop/Turboshaft","AGUSTAWESTLAND","AW-101","M"
"Helicopter","H2T","A109","2","Turboprop/Turboshaft","AGUSTAWESTLAND","AW-109 Power","L"
"Helicopter","H2T","A109","2","Turboprop/Turboshaft","AGUSTAWESTLAND","Power","L"
"Helicopter","H2T","A109","2","Turboprop/Turboshaft","AGUSTAWESTLAND","AW-109 GrandNew","L"
"Helicopter","H2T","A109","2","Turboprop/Turboshaft","AGUSTAWESTLAND","GrandNew","L"
"Helicopter","H1T","A119","1","Turboprop/Turboshaft","AGUSTAWESTLAND","AW-119 Koala","L"
"Helicopter","H1T","A119","1","Turboprop/Turboshaft","AGUSTAWESTLAND","Koala","L"
"Helicopter","H2T","A129","2","Turboprop/Turboshaft","AGUSTAWESTLAND","AW-129","L"
"Helicopter","H2T","A139","2","Turboprop/Turboshaft","AGUSTAWESTLAND","AW-139","L"
"Helicopter","H2T","A149","2","Turboprop/Turboshaft","AGUSTAWESTLAND","AW-149","M"
"Helicopter","H2T","A169","2","Turboprop/Turboshaft","AGUSTAWESTLAND","AW-169","L"
"Helicopter","H2T","A189","2","Turboprop/Turboshaft","AGUSTAWESTLAND","AW-189","M"
"Tilt-wing","T2T","B609","2","Turboprop/Turboshaft","AGUSTAWESTLAND","AW-609","M"
"Helicopter","H3T","EH10","3","Turboprop/Turboshaft","AGUSTAWESTLAND","Merlin","M"
"Helicopter","H2T","H47","2","Turboprop/Turboshaft","AGUSTAWESTLAND","ICH-47 Chinook","M"
"Helicopter","H2T","H47","2","Turboprop/Turboshaft","AGUSTAWESTLAND","Chinook","M"
"Helicopter","H2T","LYNX","2","Turboprop/Turboshaft","AGUSTAWESTLAND","AW-159 Lynx Wildcat","L"
"Helicopter","H2T","LYNX","2","Turboprop/Turboshaft","AGUSTAWESTLAND","Lynx Wildcat","L"
"Helicopter","H3T","EH10","3","Turboprop/Turboshaft","AGUSTAWESTLAND","EH-101","M"
"Helicopter","H3T","EH10","3","Turboprop/Turboshaft","AGUSTAWESTLAND","EH-101 Merlin Joint Supporter","M"
"Helicopter","H3T","EH10","3","Turboprop/Turboshaft","AGUSTAWESTLAND","Merlin Joint Supporter","M"
"LandPlane","L4J","RJ70","4","Jet","AI(R)","Avroliner (RJ-70)","M"
"LandPlane","L4J","RJ85","4","Jet","AI(R)","Avroliner (RJ-85)","M"
"LandPlane","L4J","RJ1H","4","Jet","AI(R)","Avroliner (RJ-100)","M"
"LandPlane","L2T","JS41","2","Turboprop/Turboshaft","AI(R)","BAe-4100 Jetstream 41","M"
"LandPlane","L2T","JS41","2","Turboprop/Turboshaft","AI(R)","Jetstream 41","M"
"LandPlane","L4J","RJ70","4","Jet","AI(R)","RJ-70 Avroliner","M"
"LandPlane","L4J","RJ85","4","Jet","AI(R)","RJ-85 Avroliner","M"
"LandPlane","L4J","RJ1H","4","Jet","AI(R)","RJ-100 Avroliner","M"
"LandPlane","L1P","SV4","1","Piston","AIAA","SV-4","L"
"LandPlane","L2P","AEST","2","Piston","AICSA","Aerostar","L"
"LandPlane","L1P","AN2","1","Piston","AICSA","An-2","L"
"LandPlane","L1P","P28A","1","Piston","AICSA","Archer 2","L"
"LandPlane","L1P","P28A","1","Piston","AICSA","Cherokee (PA-28-140/180)","L"
"LandPlane","L1P","P28B","1","Piston","AICSA","Cherokee (PA-28-235)","L"
"LandPlane","L1P","P28A","1","Piston","AICSA","Cherokee Archer","L"
"LandPlane","L1P","P28A","1","Piston","AICSA","Cherokee Archer 2","L"
"LandPlane","L1P","P28R","1","Piston","AICSA","Cherokee Arrow","L"
"LandPlane","L1P","P28R","1","Piston","AICSA","Cherokee Arrow 2","L"
"LandPlane","L1P","P28B","1","Piston","AICSA","Cherokee Charger","L"
"LandPlane","L1P","P28A","1","Piston","AICSA","Cherokee Cruiser","L"
"LandPlane","L1P","P28B","1","Piston","AICSA","Cherokee Pathfinder","L"
"LandPlane","L1P","PA32","1","Piston","AICSA","Cherokee Six","L"
"LandPlane","L1P","P28A","1","Piston","AICSA","Cherokee Warrior 2","L"
"LandPlane","L2P","PA44","2","Piston","AICSA","PA-44 Seminole","L"
"LandPlane","L1P","PA36","1","Piston","AICSA","Pawnee Brave","L"
"LandPlane","L1P","PA32","1","Piston","AICSA","Saratoga","L"
"LandPlane","L2P","PA44","2","Piston","AICSA","Seminole","L"
"LandPlane","L2P","PA34","2","Piston","AICSA","Seneca","L"
"LandPlane","L1P","PA32","1","Piston","AICSA","Six","L"
"LandPlane","L1P","PA38","1","Piston","AICSA","Tomahawk","L"
"LandPlane","L1P","P28B","1","Piston","AICSA","Turbo Dakota","L"
"LandPlane","L1P","PA32","1","Piston","AICSA","Turbo Saratoga","L"
"LandPlane","L1P","P32R","1","Piston","AICSA","Turbo Saratoga SP","L"
"LandPlane","L2P","PA30","2","Piston","AICSA","Twin Comanche","L"
"LandPlane","L1P","P28A","1","Piston","AICSA","Warrior 2","L"
"LandPlane","L2T","PAY2","2","Turboprop/Turboshaft","AICSA","Cheyenne 2","L"
"LandPlane","L2T","PAY2","2","Turboprop/Turboshaft","AICSA","Cheyenne 2XL","L"
"LandPlane","L2T","PAY3","2","Turboprop/Turboshaft","AICSA","Cheyenne 3","L"
"LandPlane","L2P","PA31","2","Piston","AICSA","Chieftain","L"
"LandPlane","L1P","P28B","1","Piston","AICSA","Dakota","L"
"LandPlane","L1P","P32R","1","Piston","AICSA","Lance","L"
"LandPlane","L2P","PA31","2","Piston","AICSA","Navajo","L"
